user_id,track_id,play_count
User_141,Track_16,14
User_136,Track_414,11
User_16,Track_202,9
User_78,Track_320,31
User_156,Track_478,13
User_14,Track_686,6
User_25,Track_206,24
User_151,Track_62,25
User_187,Track_215,17
User_38,Track_14,5
User_130,Track_133,12
User_129,Track_123,43
User_14,Track_721,8
User_83,Track_675,4
User_92,Track_585,9
User_47,Track_60,25
User_30,Track_111,21
User_42,Track_99,36
User_41,Track_430,3
User_165,Track_498,21
User_192,Track_326,19
User_155,Track_285,16
User_50,Track_100,13
User_97,Track_385,23
User_9,Track_738,10
User_61,Track_762,10
User_18,Track_671,11
User_21,Track_384,17
User_44,Track_176,6
User_111,Track_366,9
User_111,Track_279,27
User_37,Track_390,15
User_89,Track_6,1
User_39,Track_553,8
User_58,Track_169,8
User_57,Track_167,48
User_32,Track_696,6
User_37,Track_209,38
User_53,Track_421,32
User_11,Track_208,26
User_16,Track_164,16
User_54,Track_701,12
User_11,Track_42,20
User_127,Track_222,21
User_101,Track_43,4
User_189,Track_305,17
User_92,Track_186,24
User_77,Track_577,6
User_192,Track_696,10
User_77,Track_737,7
User_175,Track_207,11
User_89,Track_246,6
User_34,Track_247,6
User_92,Track_281,16
User_15,Track_71,29
User_107,Track_536,10
User_48,Track_695,7
User_126,Track_384,34
User_4,Track_145,19
User_36,Track_59,14
User_193,Track_237,6
User_49,Track_281,17
User_120,Track_237,19
User_142,Track_690,48
User_15,Track_70,12
User_136,Track_381,8
User_105,Track_326,7
User_126,Track_547,1
User_130,Track_290,12
User_124,Track_319,14
User_81,Track_379,19
User_46,Track_393,15
User_140,Track_205,35
User_144,Track_511,7
User_130,Track_250,27
User_168,Track_250,7
User_136,Track_671,12
User_19,Track_149,8
User_200,Track_509,3
User_146,Track_540,12
User_39,Track_43,16
User_198,Track_410,6
User_125,Track_340,12
User_167,Track_269,14
User_126,Track_131,36
User_146,Track_271,13
User_165,Track_669,6
User_3,Track_273,4
User_181,Track_240,9
User_90,Track_20,25
User_185,Track_281,21
User_32,Track_369,8
User_132,Track_469,8
User_74,Track_694,15
User_137,Track_5,27
User_75,Track_761,30
User_40,Track_491,16
User_154,Track_455,9
User_126,Track_533,11
User_101,Track_539,10
User_162,Track_125,16
User_126,Track_351,20
User_104,Track_385,12
User_167,Track_47,11
User_1,Track_56,6
User_157,Track_272,10
User_8,Track_213,13
User_76,Track_410,9
User_196,Track_312,13
User_61,Track_243,10
User_136,Track_42,19
User_83,Track_100,8
User_20,Track_449,6
User_79,Track_171,18
User_140,Track_99,4
User_97,Track_240,18
User_133,Track_632,10
User_18,Track_636,1
User_121,Track_10,3
User_172,Track_381,11
User_57,Track_124,21
User_130,Track_270,12
User_159,Track_98,10
User_164,Track_712,8
User_122,Track_60,16
User_165,Track_165,49
User_99,Track_738,8
User_16,Track_235,22
User_92,Track_61,10
User_66,Track_43,3
User_51,Track_539,17
User_100,Track_160,21
User_56,Track_398,4
User_11,Track_152,18
User_155,Track_460,12
User_189,Track_90,3
User_31,Track_42,14
User_25,Track_586,7
User_62,Track_225,11
User_52,Track_244,17
User_126,Track_133,56
User_148,Track_516,15
User_29,Track_376,1
User_47,Track_49,18
User_60,Track_54,33
User_143,Track_99,7
User_116,Track_491,12
User_175,Track_96,17
User_174,Track_167,9
User_156,Track_633,13
User_123,Track_541,8
User_99,Track_397,23
User_79,Track_111,25
User_194,Track_862,21
User_119,Track_712,8
User_117,Track_246,8
User_197,Track_114,16
User_180,Track_221,3
User_149,Track_686,7
User_125,Track_335,24
User_83,Track_711,1
User_118,Track_152,8
User_96,Track_616,7
User_193,Track_249,6
User_106,Track_131,8
User_63,Track_711,9
User_14,Track_22,6
User_81,Track_339,12
User_175,Track_4,15
User_190,Track_446,8
User_56,Track_109,9
User_130,Track_285,11
User_150,Track_713,1
User_188,Track_366,8
User_159,Track_86,13
User_90,Track_90,16
User_11,Track_86,24
User_2,Track_42,10
User_161,Track_70,10
User_154,Track_442,21
User_10,Track_113,28
User_157,Track_173,14
User_177,Track_24,28
User_91,Track_761,7
User_42,Track_78,28
User_119,Track_322,46
User_87,Track_533,5
User_187,Track_714,12
User_105,Track_209,5
User_75,Track_299,14
User_25,Track_209,13
User_29,Track_631,17
User_58,Track_237,10
User_21,Track_52,26
User_151,Track_357,25
User_34,Track_625,27
User_63,Track_301,20
User_79,Track_121,10
User_83,Track_464,9
User_47,Track_201,20
User_19,Track_589,48
User_38,Track_463,13
User_170,Track_205,26
User_104,Track_472,2
User_129,Track_257,24
User_155,Track_157,14
User_114,Track_701,9
User_8,Track_220,6
User_16,Track_93,16
User_193,Track_421,16
User_3,Track_439,2
User_113,Track_530,17
User_14,Track_483,3
User_186,Track_223,9
User_124,Track_604,13
User_62,Track_173,11
User_167,Track_93,3
User_138,Track_5,8
User_14,Track_738,6
User_182,Track_255,35
User_14,Track_121,21
User_36,Track_90,15
User_56,Track_716,3
User_156,Track_701,10
User_53,Track_361,10
User_191,Track_186,35
User_178,Track_525,33
User_82,Track_202,11
User_103,Track_711,1
User_182,Track_43,21
User_107,Track_186,6
User_34,Track_523,3
User_16,Track_195,18
User_196,Track_84,27
User_123,Track_587,16
User_102,Track_234,22
User_192,Track_318,3
User_171,Track_42,29
User_185,Track_522,10
User_102,Track_799,5
User_56,Track_163,6
User_68,Track_152,6
User_61,Track_181,13
User_111,Track_709,1
User_184,Track_147,25
User_128,Track_582,15
User_196,Track_674,1
User_150,Track_71,35
User_4,Track_727,15
User_90,Track_460,3
User_30,Track_285,11
User_85,Track_215,21
User_171,Track_131,8
User_52,Track_372,21
User_102,Track_625,7
User_56,Track_634,29
User_113,Track_261,13
User_14,Track_109,10
User_82,Track_176,12
User_156,Track_245,9
User_109,Track_633,1
User_62,Track_524,13
User_157,Track_708,18
User_156,Track_75,20
User_54,Track_418,10
User_26,Track_383,7
User_67,Track_759,2
User_195,Track_721,12
User_9,Track_546,6
User_186,Track_372,14
User_116,Track_667,5
User_178,Track_323,10
User_111,Track_157,31
User_13,Track_96,10
User_113,Track_228,20
User_94,Track_113,24
User_115,Track_444,7
User_159,Track_76,31
User_199,Track_607,16
User_198,Track_226,8
User_41,Track_435,10
User_143,Track_759,1
User_190,Track_84,3
User_175,Track_361,23
User_191,Track_24,40
User_97,Track_524,17
User_12,Track_263,17
User_16,Track_165,17
User_180,Track_66,8
User_49,Track_414,1
User_78,Track_759,2
User_197,Track_407,7
User_54,Track_483,11
User_119,Track_237,4
User_131,Track_181,8
User_109,Track_123,32
User_68,Track_680,4
User_34,Track_364,2
User_45,Track_195,47
User_108,Track_192,26
User_136,Track_539,8
User_83,Track_587,15
User_49,Track_443,8
User_184,Track_247,5
User_63,Track_459,16
User_114,Track_185,35
User_68,Track_632,17
User_145,Track_432,1
User_75,Track_692,1
User_165,Track_41,14
User_188,Track_314,11
User_33,Track_637,11
User_69,Track_90,8
User_177,Track_330,27
User_28,Track_516,12
User_175,Track_305,6
User_70,Track_693,5
User_97,Track_5,15
User_20,Track_384,16
User_101,Track_208,16
User_63,Track_299,3
User_143,Track_680,15
User_147,Track_275,12
User_166,Track_679,14
User_174,Track_118,12
User_95,Track_305,13
User_188,Track_705,15
User_95,Track_661,1
User_164,Track_589,37
User_145,Track_316,10
User_44,Track_107,47
User_26,Track_621,4
User_139,Track_529,36
User_175,Track_729,1
User_135,Track_107,19
User_48,Track_64,35
User_143,Track_708,2
User_83,Track_753,7
User_164,Track_483,20
User_139,Track_23,25
User_98,Track_402,7
User_60,Track_55,42
User_1,Track_566,10
User_138,Track_325,19
User_156,Track_398,19
User_15,Track_325,9
User_92,Track_633,9
User_88,Track_567,32
User_152,Track_300,3
User_33,Track_408,7
User_85,Track_26,21
User_127,Track_690,30
User_158,Track_193,21
User_1,Track_536,7
User_76,Track_320,8
User_73,Track_675,17
User_192,Track_275,6
User_92,Track_250,15
User_11,Track_727,10
User_137,Track_292,2
User_198,Track_249,8
User_21,Track_721,3
User_22,Track_826,7
User_178,Track_541,7
User_190,Track_304,5
User_64,Track_190,25
User_96,Track_498,8
User_100,Track_64,15
User_183,Track_370,25
User_159,Track_647,23
User_139,Track_90,25
User_80,Track_389,17
User_13,Track_728,1
User_181,Track_287,30
User_57,Track_427,15
User_140,Track_58,40
User_114,Track_449,15
User_152,Track_189,3
User_53,Track_415,18
User_33,Track_451,10
User_57,Track_294,16
User_98,Track_259,25
User_134,Track_195,3
User_23,Track_64,22
User_160,Track_261,12
User_188,Track_737,11
User_44,Track_121,23
User_5,Track_411,1
User_112,Track_412,15
User_140,Track_419,24
User_95,Track_741,9
User_84,Track_586,8
User_156,Track_333,12
User_94,Track_721,10
User_23,Track_169,10
User_104,Track_400,5
User_166,Track_523,49
User_182,Track_185,13
User_2,Track_710,16
User_34,Track_394,6
User_101,Track_372,43
User_70,Track_165,9
User_23,Track_448,11
User_131,Track_52,16
User_46,Track_547,9
User_58,Track_124,8
User_72,Track_581,25
User_156,Track_241,5
User_79,Track_90,12
User_45,Track_158,12
User_121,Track_155,10
User_193,Track_370,7
User_55,Track_782,11
User_70,Track_370,15
User_22,Track_205,13
User_52,Track_322,22
User_192,Track_266,19
User_56,Track_237,7
User_54,Track_526,16
User_29,Track_369,22
User_66,Track_339,7
User_22,Track_636,9
User_59,Track_64,14
User_73,Track_241,7
User_75,Track_359,39
User_141,Track_687,2
User_163,Track_101,19
User_129,Track_291,18
User_12,Track_587,51
User_1,Track_450,12
User_111,Track_202,10
User_126,Track_195,32
User_1,Track_257,20
User_82,Track_362,7
User_153,Track_80,16
User_156,Track_81,24
User_22,Track_61,42
User_101,Track_197,42
User_52,Track_695,20
User_186,Track_215,23
User_89,Track_585,9
User_143,Track_147,6
User_187,Track_656,13
User_13,Track_148,45
User_112,Track_366,10
User_41,Track_206,23
User_58,Track_25,10
User_196,Track_237,12
User_34,Track_595,14
User_15,Track_359,24
User_125,Track_433,11
User_49,Track_371,5
User_56,Track_448,6
User_170,Track_116,9
User_124,Track_326,12
User_8,Track_721,11
User_2,Track_335,3
User_64,Track_142,2
User_164,Track_455,19
User_9,Track_679,21
User_7,Track_166,41
User_25,Track_712,4
User_75,Track_264,13
User_120,Track_165,16
User_29,Track_826,19
User_196,Track_321,15
User_175,Track_176,14
User_117,Track_124,9
User_161,Track_645,15
User_189,Track_116,10
User_187,Track_322,15
User_184,Track_316,9
User_45,Track_157,13
User_46,Track_267,28
User_22,Track_206,42
User_24,Track_558,12
User_147,Track_125,25
User_189,Track_64,6
User_18,Track_737,19
User_61,Track_444,43
User_6,Track_71,11
User_43,Track_667,21
User_75,Track_379,9
User_133,Track_782,4
User_53,Track_351,23
User_140,Track_245,26
User_56,Track_161,13
User_94,Track_431,5
User_57,Track_288,34
User_18,Track_146,9
User_66,Track_139,19
User_105,Track_359,24
User_60,Track_290,10
User_56,Track_271,9
User_130,Track_359,17
User_92,Track_306,10
User_156,Track_321,13
User_64,Track_224,2
User_183,Track_318,10
User_20,Track_267,9
User_94,Track_553,2
User_169,Track_562,13
User_122,Track_588,12
User_194,Track_625,37
User_47,Track_329,8
User_138,Track_60,9
User_9,Track_709,6
User_89,Track_214,1
User_21,Track_186,21
User_143,Track_288,6
User_89,Track_332,16
User_100,Track_638,1
User_29,Track_595,15
User_64,Track_393,7
User_59,Track_476,9
User_142,Track_372,17
User_10,Track_484,11
User_130,Track_70,11
User_194,Track_355,21
User_123,Track_147,25
User_42,Track_326,12
User_151,Track_444,10
User_140,Track_208,47
User_120,Track_118,7
User_116,Track_547,11
User_84,Track_60,29
User_7,Track_521,1
User_50,Track_737,12
User_51,Track_389,2
User_137,Track_381,25
User_139,Track_269,32
User_148,Track_60,10
User_31,Track_281,25
User_9,Track_673,19
User_184,Track_331,8
User_55,Track_692,7
User_103,Track_734,9
User_129,Track_654,16
User_197,Track_184,31
User_3,Track_270,3
User_29,Track_586,5
User_164,Track_127,21
User_192,Track_240,5
User_179,Track_106,16
User_156,Track_271,11
User_193,Track_705,10
User_20,Track_146,12
User_165,Track_706,17
User_20,Track_166,1
User_129,Track_586,9
User_46,Track_138,26
User_89,Track_671,18
User_17,Track_762,17
User_145,Track_384,28
User_139,Track_547,27
User_96,Track_124,17
User_63,Track_172,10
User_166,Track_414,22
User_158,Track_14,14
User_111,Track_154,13
User_98,Track_295,8
User_33,Track_351,8
User_184,Track_66,48
User_176,Track_265,8
User_141,Track_253,18
User_4,Track_655,14
User_129,Track_679,13
User_8,Track_711,3
User_157,Track_192,19
User_147,Track_255,29
User_118,Track_726,2
User_80,Track_220,9
User_12,Track_69,17
User_116,Track_156,1
User_26,Track_70,18
User_198,Track_116,11
User_9,Track_107,24
User_1,Track_72,32
User_164,Track_664,7
User_88,Track_689,12
User_199,Track_667,19
User_159,Track_532,8
User_200,Track_1,5
User_27,Track_385,7
User_150,Track_699,1
User_16,Track_541,11
User_174,Track_210,19
User_116,Track_371,5
User_179,Track_259,17
User_82,Track_62,17
User_161,Track_315,8
User_45,Track_632,19
User_36,Track_402,17
User_61,Track_244,4
User_161,Track_361,8
User_131,Track_206,13
User_76,Track_388,24
User_45,Track_303,25
User_112,Track_645,15
User_169,Track_134,31
User_87,Track_131,1
User_39,Track_230,24
User_16,Track_552,8
User_195,Track_445,7
User_14,Track_583,15
User_192,Track_329,14
User_93,Track_707,21
User_110,Track_632,27
User_42,Track_140,1
User_102,Track_126,16
User_86,Track_759,4
User_165,Track_151,1
User_196,Track_603,14
User_27,Track_110,8
User_19,Track_372,24
User_16,Track_679,6
User_110,Track_348,9
User_128,Track_349,19
User_181,Track_58,11
User_9,Track_321,14
User_115,Track_270,15
User_1,Track_302,8
User_15,Track_586,16
User_149,Track_532,15
User_101,Track_335,11
User_31,Track_123,1
User_124,Track_633,7
User_149,Track_717,10
User_159,Track_335,20
User_66,Track_30,28
User_116,Track_56,13
User_101,Track_195,4
User_179,Track_230,18
User_179,Track_532,16
User_61,Track_62,11
User_171,Track_169,2
User_29,Track_604,7
User_167,Track_279,9
User_89,Track_357,21
User_6,Track_81,48
User_130,Track_482,6
User_14,Track_230,14
User_157,Track_543,39
User_26,Track_119,38
User_106,Track_169,5
User_196,Track_152,25
User_97,Track_376,6
User_178,Track_762,4
User_107,Track_264,5
User_188,Track_412,16
User_58,Track_441,5
User_100,Track_713,8
User_106,Track_261,6
User_60,Track_706,11
User_139,Track_344,8
User_99,Track_663,5
User_69,Track_706,6
User_33,Track_316,15
User_15,Track_519,12
User_150,Track_192,2
User_188,Track_320,47
User_119,Track_707,6
User_154,Track_549,6
User_108,Track_102,14
User_5,Track_122,23
User_98,Track_621,24
User_191,Track_270,25
User_164,Track_210,5
User_2,Track_285,7
User_57,Track_429,1
User_54,Track_603,9
User_196,Track_451,23
User_41,Track_117,1
User_54,Track_190,20
User_101,Track_206,3
User_31,Track_316,15
User_169,Track_696,14
User_145,Track_299,8
User_127,Track_217,8
User_199,Track_371,26
User_31,Track_181,8
User_122,Track_355,33
User_83,Track_101,11
User_126,Track_744,10
User_146,Track_344,17
User_167,Track_23,4
User_169,Track_589,36
User_21,Track_135,22
User_38,Track_650,8
User_180,Track_70,1
User_23,Track_438,13
User_90,Track_42,12
User_148,Track_737,7
User_42,Track_237,8
User_156,Track_154,10
User_11,Track_307,6
User_172,Track_344,5
User_115,Track_86,19
User_135,Track_32,10
User_31,Track_94,26
User_39,Track_506,1
User_110,Track_692,7
User_171,Track_679,7
User_119,Track_671,22
User_74,Track_316,3
User_90,Track_205,22
User_68,Track_180,19
User_188,Track_460,24
User_17,Track_524,7
User_72,Track_104,10
User_19,Track_483,14
User_11,Track_212,14
User_12,Track_108,7
User_51,Track_24,21
User_115,Track_180,19
User_73,Track_587,24
User_112,Track_353,4
User_145,Track_146,8
User_6,Track_634,50
User_138,Track_351,20
User_77,Track_739,8
User_116,Track_694,3
User_124,Track_71,13
User_153,Track_685,10
User_19,Track_741,16
User_83,Track_689,22
User_39,Track_111,11
User_151,Track_429,5
User_22,Track_269,13
User_135,Track_111,17
User_186,Track_163,20
User_43,Track_325,13
User_173,Track_113,21
User_70,Track_89,27
User_154,Track_404,3
User_124,Track_187,50
User_130,Track_282,6
User_108,Track_349,4
User_143,Track_349,10
User_100,Track_237,11
User_196,Track_540,9
User_125,Track_731,14
User_87,Track_274,21
User_41,Track_261,3
User_171,Track_565,1
User_126,Track_862,11
User_147,Track_392,11
User_16,Track_90,12
User_154,Track_102,5
User_48,Track_452,2
User_84,Track_632,9
User_51,Track_43,7
User_96,Track_406,15
User_166,Track_371,9
User_36,Track_667,9
User_124,Track_86,25
User_124,Track_104,5
User_70,Track_348,20
User_29,Track_146,13
User_78,Track_527,11
User_12,Track_799,22
User_167,Track_90,8
User_25,Track_96,17
User_94,Track_738,5
User_160,Track_324,1
User_195,Track_633,11
User_159,Track_244,21
User_74,Track_101,6
User_48,Track_705,13
User_94,Track_740,11
User_198,Track_333,3
User_49,Track_165,13
User_40,Track_332,16
User_88,Track_460,24
User_35,Track_241,8
User_13,Track_261,11
User_164,Track_595,10
User_180,Track_245,11
User_172,Track_316,4
User_43,Track_55,16
User_103,Track_737,16
User_119,Track_128,19
User_123,Track_723,4
User_181,Track_106,7
User_151,Track_77,49
User_7,Track_62,6
User_40,Track_291,35
User_35,Track_133,41
User_115,Track_52,6
User_179,Track_64,19
User_157,Track_201,27
User_43,Track_717,14
User_141,Track_212,9
User_116,Track_568,33
User_17,Track_300,12
User_78,Track_681,3
User_167,Track_262,4
User_89,Track_399,13
User_52,Track_524,12
User_138,Track_692,12
User_24,Track_607,13
User_172,Track_313,18
User_49,Track_634,13
User_145,Track_259,5
User_80,Track_732,4
User_97,Track_710,4
User_114,Track_309,15
User_146,Track_186,18
User_90,Track_226,13
User_192,Track_312,2
User_193,Track_511,15
User_29,Track_428,8
User_160,Track_696,11
User_91,Track_426,10
User_31,Track_321,4
User_7,Track_696,13
User_33,Track_53,4
User_171,Track_464,7
User_26,Track_266,3
User_93,Track_227,31
User_172,Track_257,44
User_46,Track_64,1
User_79,Track_257,11
User_54,Track_682,6
User_67,Track_714,5
User_178,Track_753,15
User_193,Track_689,13
User_113,Track_527,7
User_151,Track_372,57
User_184,Track_728,13
User_119,Track_734,12
User_179,Track_667,16
User_28,Track_544,4
User_66,Track_51,24
User_102,Track_99,35
User_169,Track_184,5
User_85,Track_290,5
User_18,Track_638,13
User_53,Track_418,16
User_151,Track_376,28
User_93,Track_645,11
User_85,Track_706,26
User_136,Track_327,10
User_11,Track_623,7
User_93,Track_560,4
User_132,Track_325,13
User_181,Track_304,13
User_178,Track_693,31
User_157,Track_172,14
User_174,Track_291,24
User_76,Track_656,27
User_120,Track_250,28
User_97,Track_316,5
User_65,Track_636,8
User_2,Track_79,43
User_89,Track_588,11
User_19,Track_728,2
User_75,Track_226,9
User_15,Track_106,6
User_121,Track_453,20
User_64,Track_314,7
User_126,Track_56,13
User_65,Track_206,12
User_66,Track_77,17
User_97,Track_106,20
User_12,Track_380,57
User_199,Track_335,14
User_26,Track_123,11
User_97,Track_74,14
User_147,Track_371,6
User_185,Track_296,8
User_164,Track_74,12
User_184,Track_562,9
User_7,Track_690,20
User_53,Track_516,19
User_89,Track_145,31
User_114,Track_261,25
User_21,Track_141,5
User_168,Track_632,13
User_147,Track_28,15
User_162,Track_289,26
User_180,Track_174,18
User_156,Track_357,8
User_35,Track_709,10
User_44,Track_328,3
User_122,Track_759,7
User_194,Track_53,7
User_3,Track_210,16
User_119,Track_53,44
User_195,Track_54,6
User_191,Track_90,17
User_49,Track_607,8
User_175,Track_742,16
User_11,Track_9,27
User_61,Track_307,13
User_192,Track_457,15
User_150,Track_24,34
User_95,Track_692,4
User_132,Track_201,33
User_40,Track_264,16
User_175,Track_151,26
User_172,Track_125,46
User_166,Track_5,4
User_159,Track_226,24
User_44,Track_93,18
User_12,Track_321,7
User_147,Track_633,16
User_37,Track_708,11
User_162,Track_592,2
User_166,Track_62,28
User_46,Track_566,18
User_28,Track_736,1
User_12,Track_274,43
User_1,Track_223,16
User_196,Track_402,9
User_142,Track_289,19
User_54,Track_185,13
User_132,Track_330,22
User_78,Track_122,32
User_147,Track_587,37
User_76,Track_307,10
User_25,Track_217,16
User_110,Track_190,5
User_107,Track_342,18
User_138,Track_694,26
User_182,Track_157,10
User_81,Track_526,2
User_136,Track_153,14
User_164,Track_90,13
User_140,Track_348,17
User_165,Track_121,22
User_184,Track_509,10
User_58,Track_406,7
User_42,Track_381,26
User_109,Track_66,3
User_156,Track_157,16
User_102,Track_214,6
User_170,Track_129,8
User_72,Track_240,17
User_114,Track_104,12
User_146,Track_506,14
User_114,Track_111,12
User_193,Track_459,21
User_95,Track_447,23
User_29,Track_346,12
User_6,Track_352,13
User_113,Track_158,19
User_155,Track_163,31
User_33,Track_325,13
User_89,Track_41,8
User_44,Track_211,10
User_102,Track_200,29
User_127,Track_97,1
User_7,Track_355,7
User_167,Track_247,7
User_91,Track_406,12
User_9,Track_747,5
User_16,Track_139,12
User_187,Track_499,47
User_50,Track_586,7
User_113,Track_751,6
User_16,Track_762,10
User_51,Track_387,12
User_79,Track_427,9
User_121,Track_217,15
User_165,Track_183,28
User_107,Track_561,7
User_8,Track_726,9
User_144,Track_707,11
User_146,Track_192,24
User_119,Track_482,1
User_122,Track_5,10
User_125,Track_692,7
User_162,Track_544,3
User_181,Track_59,10
User_29,Track_142,5
User_46,Track_81,14
User_63,Track_680,5
User_174,Track_182,19
User_52,Track_106,21
User_200,Track_106,10
User_64,Track_282,23
User_122,Track_79,19
User_107,Track_396,5
User_194,Track_483,17
User_132,Track_722,28
User_41,Track_297,9
User_20,Track_136,13
User_167,Track_325,11
User_60,Track_118,50
User_174,Track_124,23
User_200,Track_12,41
User_93,Track_276,8
User_171,Track_616,17
User_182,Track_727,9
User_150,Track_726,1
User_98,Track_461,5
User_122,Track_62,14
User_61,Track_54,19
User_129,Track_339,14
User_74,Track_511,6
User_141,Track_383,14
User_35,Track_212,14
User_139,Track_394,7
User_130,Track_207,15
User_178,Track_192,28
User_179,Track_134,39
User_123,Track_689,13
User_197,Track_106,20
User_32,Track_5,17
User_162,Track_305,17
User_171,Track_89,46
User_15,Track_7,9
User_129,Track_147,21
User_11,Track_287,11
User_193,Track_64,19
User_74,Track_508,19
User_78,Track_560,8
User_53,Track_429,50
User_140,Track_274,5
User_163,Track_461,14
User_127,Track_234,12
User_10,Track_291,32
User_31,Track_284,26
User_83,Track_226,16
User_79,Track_726,13
User_177,Track_47,23
User_116,Track_354,2
User_148,Track_212,9
User_89,Track_171,48
User_200,Track_324,3
User_174,Track_126,18
User_69,Track_568,5
User_93,Track_638,6
User_23,Track_250,5
User_24,Track_442,13
User_182,Track_462,19
User_150,Track_86,42
User_186,Track_412,15
User_97,Track_452,8
User_183,Track_761,9
User_80,Track_230,11
User_42,Track_744,23
User_79,Track_355,36
User_182,Track_742,13
User_34,Track_147,50
User_152,Track_108,4
User_85,Track_335,7
User_100,Track_277,18
User_178,Track_55,12
User_38,Track_203,16
User_85,Track_265,10
User_161,Track_582,10
User_197,Track_722,4
User_155,Track_466,9
User_48,Track_63,3
User_63,Track_701,6
User_129,Track_271,28
User_129,Track_346,20
User_75,Track_227,31
User_182,Track_731,12
User_62,Track_704,13
User_59,Track_679,15
User_71,Track_223,15
User_7,Track_155,29
User_59,Track_683,3
User_39,Track_509,15
User_176,Track_696,1
User_44,Track_588,5
User_146,Track_244,12
User_109,Track_269,17
User_188,Track_370,38
User_194,Track_100,4
User_32,Track_289,12
User_95,Track_726,2
User_100,Track_241,20
User_99,Track_414,1
