user_id,liked_song_title
User_200,Timro Man Ko Dhoon
User_55,Timro Muskurahat Ko Dhoon
User_53,Joonko Geet
User_99,Haatma Dhoon
User_161,Timro Lagi Maya Ko
User_12,Mero Jivan Ko Maya
User_83,Timilai Samjhanda Ko
User_47,Dherai Geet
User_5,Oh Amira
User_23,Mero Prem Ko
User_3,Timro Muskan Ko Suseli
User_200,Timro Saath Bina
User_112,Timro Man Ko Dhoon
User_197,Samjhana Katha
User_3,Aankha Ko Nani
User_127,Maya Ko Suseli Ko
User_178,Pahadko Rimjhim
User_188,Geet Ko Dhoon
User_189,Aankha Ko Sapna Ko
User_61,Lahara Maya
User_11,Timro Hridaya Ko Geet
User_72,Timilai Samjhanda Ma
User_186,Haatma Yaad
User_63,Pari Jindagi
User_104,Saanjha Ko Bela
User_53,Timro Raat
User_137,Timro Aankha
User_185,Ritu
User_197,Maya Ko Geet Ma
User_79,Sapana Raat
User_26,Andhakar Sugandha
User_145,Jhilmil Geet
User_142,Phool Ko Lahar
User_119,Rimjhim Din
User_73,Phoolko Raat
User_14,Sundar Geet
User_39,Gaun Ko Dhoon
User_85,Aankha Ko Maya
User_36,Chiso Andhakar
User_178,Maya Ko Baato Ma
User_15,Pahad Ko Lahar
User_83,Banai Khayo Dandhelo Le
User_125,Raatko Milan
User_18,Timro Sparsha
User_76,Sundar Raat
User_129,Himal Pani
User_6,Basanta Raat
User_117,Jivan Ko Sugandha
User_44,Pahilo Maya Ko
User_8,Andhakar Bato
User_123,Parelima Lukai Rakhana
User_119,Basanta Sapana
User_63,Sapana Sparsha
User_71,Basanta Ko Hawa
User_107,Pahadko Geet
User_184,Timro Bina
User_167,Dil Ko Lahar
User_102,Sapana Raat
User_10,Zha Zhal Ko
User_182,Basanta Yaad
User_108,Maya Ko Sapana
User_16,Samjhana Sugandha
User_61,Phoolko Aankha
User_45,Mantra Sparsha
User_76,Rimjhim Ujyaalo
User_106,Saanjha Ko Tara
User_169,Maya Ko Duri
User_168,Andhakar Sugandha
User_80,Sundar Geet
User_37,Dherai Jindagi
User_28,Timro Bato
User_52,Sapana Mann
User_1,Jhilmil Sapana
User_108,Ritu Haru Ma Timi
User_49,Joonko Sansaar
User_38,Dil Ko Bato
User_68,Mutu Jali Rahechha
User_77,Bato Biraha
User_175,Timro Muskurahat
User_149,Mero Swar
User_92,Pahilo Maya Ko Dhoon
User_76,Samjhana Katha
User_193,Timro Saath Ko Maya
User_87,Tadha Raat
User_163,Timro Muskurahat Ma
User_128,Mero Man Ko Kura
User_186,Sundar Swar
User_125,Chiso Lahara
User_69,Sundar Sapana
User_76,Timro Hridaya Le
User_59,Timro Aankha
User_121,Pahilo Maya Ko
User_21,Timro Saath Ko Geet
User_11,Man Ko Suseli
User_149,Timro Tara
User_81,Sagar Swar
User_74,Timro Muskan Ko Suseli
User_98,Jati Maya Laae Pani
User_176,Bhettinu Chuttinu
User_1,Bato Maya
User_117,Samjhana Sansaar
User_192,Maya Pani
User_68,Koshi Aankha
User_131,Sundar Raat
User_39,Dil Ko Chhaya
User_8,Ujyaalo Geet
User_117,Pahilo Maya Ko Geet
User_33,Man Ko Pida
User_164,Man Ko Kotha
User_74,Ujyaalo Swar
User_2,Tadha Geet
User_179,Ujyaalo Biraha
User_52,Joonko Raat
User_28,Timro Sapana
User_26,Tadha Sansaar
User_52,Bishal Dil
User_168,Joonko Geet
User_37,Ganga Raat
User_53,Dilko Sapana
User_66,Maya Birani
User_134,Timro Lagi Suseli
User_149,Dil Ko Geet Ko
User_21,Mero Pani
User_182,Jhilmil Tara
User_83,Jindagi Rimjhim
User_126,Aankhama Pal
User_89,Bishal Biraha
User_197,Dilko Dil
User_53,Aankhama Sugandha
User_117,Aankha Ko Nani
User_55,Timro Lagi Jaan
User_149,Ujyaalo Raat
User_46,Basanta Raat
User_84,Mero Jivan
User_103,Sundar Sapana
User_48,Chhunumunu Chhunumunu
User_46,Saanjha Ko Tara
User_53,Samjhana Sugandha
User_161,Man Ko Dukha Ko
User_181,Dil Ko Geet Ko
User_141,Maya Ko Dhoon Ma
User_47,Pahadko Sapana
User_63,Maya
User_111,Choli Ramro Palpali Dhaka Ko
User_42,Joonko Geet
User_38,Chhaya Sapana
User_11,Lahara Katha
User_180,Chokho Maya
User_177,Eklo Andhakar
User_187,Dherai Sapana
User_81,Mero Desh Ko Suseli
User_114,Timro Geet
User_133,Dil Ko Suseli
User_130,Timro Sapana
User_20,Pahad Ko Geet
User_178,Timro Dil
User_196,Man Ko Dukha Ko
User_130,Mero Man
User_155,Dilko Raat
User_137,Pahadko Tara
User_145,Andhakar Bato
User_82,Sajhako Geet
User_103,Dilko Geet
User_125,Resham Firiri
User_193,Sapana Haru
User_124,Aankha Ko Sapna Ko
User_32,Dil Ko Sapana Ma
User_23,Phool Ko Lahar
User_148,Dherai Tara
User_135,Lahara Muskan
User_147,Man Ko Dukha Ko
User_18,Koshi Aankha
User_169,Man Ko Sapana
User_182,Tadha Raat
User_167,Jhilmil Geet
User_196,Ma Prem Ma
User_38,Himal Raat
User_187,Timro Muskan Ko Lahar
User_9,Hamro Nepal
User_200,Samjhana Sapana
User_161,Timro Lagi Geet Ko
User_43,Phool Ko Maya
User_11,Timro Maya Ko Dhoon
User_77,Timro Muskan Ko Jadoo
User_108,Ma Roe Pani
User_60,Man Ko Dhoon Ma
User_2,Pahilo Prem
User_186,Mero Pani
User_159,Timro Chhaya Ma
User_73,Jhilmil Geet
User_156,Jhilmil Muskan
User_3,Phool Lai Sodhei
User_107,Saanjh Ko Joon Sangai
User_136,Eklo Milan
User_34,Timro Chhaya
User_95,Man Ko Lahar Ma
User_32,Aankha Ko Tara
User_195,Sapana Ujyaalo
User_19,Timro Muskan
User_12,Pahadko Aankha
User_15,Gaun Ko Kahani
User_59,Koshi Din
User_24,Mero Jivan Ko Maya Ko
User_155,Mero Mann
User_44,Pari Pal
User_129,Maya Ko Geet Ma
User_40,Dherai Pal
User_160,Bato Joon
User_129,Mero Andhakar
User_9,Timro Sapana
User_118,Timro Maya Ko Suseli
User_109,Timro Saath Ko Suseli
User_94,Timro Chhaya Ko
User_98,Samjhana Chhaya
User_103,Timro Muskan Ko Suseli
User_51,Sagar Sansaar
User_13,Himal Biraha
User_176,Aankha Ko Sapana
User_54,Geet Haru
User_184,Lajjawati Jhar
User_80,Rimjhim Aankha
User_175,Dherai Sapana
User_60,Ujyaalo Tara
User_51,Ujyaalo Tara
User_191,Jati Maya Laae Pani
User_128,Man Ko Suseli Ko
User_121,Timro Muskan Ko Jadoo
User_183,Timro Lagi Jaan
User_84,Joonko Bato
User_133,Sundar Swar
User_166,Sundar Geet
User_93,Mero Jivan Ko Maya Ko
User_163,Timro Saath Ko Geet
User_11,Man Ko Lahar Ma
User_142,Samjhana Sansaar
User_144,Phool Ko Rang
User_46,Timilai Maya Ko
User_117,Dilko Sapana
User_103,Dilko Raat
User_166,Sapana Ujyaalo
User_5,Banai Khayo Dandhelo Le
User_39,Gaun Ko Kahani
User_82,Ritu Haru Ma Timi
User_11,Jati Maya Laae Pani
User_147,Phool Ko Rang
User_26,Jivan Ko Safar
User_176,Timro Saath Ko Suseli
User_11,Timro Chhaya
User_88,Timro Maya Ko Geet Ma
User_41,Samjhana Raat
User_128,Chhaya Bato
User_100,Lajjawati Jhar
User_174,Dherai Sapana
User_126,Chiso Sugandha
User_162,Sagar Swar
User_189,Kusume Rumal
User_67,Ujyaalo Mann
User_87,Timro Saath
User_54,Maya Luki Luki
User_180,Sajhako Pani
User_107,Joonko Raat
User_112,Aankha Ko Dhoon
User_37,Samjhana Mann
User_196,Pahilo Bhet
User_29,Sagar Lahara
User_129,Mero Swar
User_91,Phool Ko Geet
User_61,Timilai Bhetne
User_56,Dherai Sugandha
User_118,Saanjh Ko Joon Sangai
User_84,Desh Ko Suseli
User_93,Gaun Ko Kahani
User_25,Sapana Sapana
User_20,Tihar Aayo
User_45,Pahadko Sapana
User_167,Mero Pau Ma
User_171,Man Ko Chhaya Ma
User_21,Timro Sapana
User_46,Mero Prem Ko Geet
User_15,Sagar Sparsha
User_66,Naya Sparsha
User_133,Sapana Raat
User_194,Timro Muskan Ko Jadoo
User_171,Lahara Pani
User_121,Aankha Ko Dhoon Ko
User_13,Geet Ko Lahar
User_43,Timro Lagi Geet
User_197,Timro Muskurahat Ko Dhoon
User_63,Sundar Swar
User_15,Mero Mann
User_45,Timro Muskurahat Ko Dhoon
User_135,Aankhama Tara
User_32,Geet Ko Maya
User_84,Mero Jivan Ko Geet
User_20,Timilai Samjhanda Ko
User_41,Mero Sapana
User_39,Dil Ko Sapana Ma
User_119,Dherai Sapana
User_162,Timro Dhoon
User_112,Esto Pani Hundo Raichha
User_60,Pahilo Maya Ko Geet
User_4,Samjhana Chhaya
User_61,Mero Sparsha
User_4,Chhunumunu Chhunumunu
User_178,Dashain Ko Geet
User_151,Timro Mann Ma
User_117,Pahadko Pal
User_159,Mero Prem Ko Geet
User_10,Tadha Mann
User_194,Saanjha Ko Dhoon
User_2,Man Ko Pida
User_173,Timro Saath Bina Ko
User_187,Eklai Basda
User_125,Maya Ko Dori Le
User_112,Haatma Dil
User_4,Jivan Ko Geet Ma
User_24,Andhakar Sugandha
User_152,Man Ko Aanshu Ko
User_28,Phul Butte Sari
User_55,Eklo Raat
User_153,Maya Ko Geet Ma
User_57,Pahadko Sapana
User_58,Mero Man
User_70,Eh Kaanchha Malai Soon Ko Tara
User_114,Mero Jivan Ko Suseli
User_74,Chhunumunu Chhunumunu
User_96,Andhakar Mann
User_133,Samjhana Milan
User_190,Mero Sapana
User_24,Dil Ko Kura
User_89,Timro Hridaya Ko Lahar
User_58,Marna Baru Garho Hunna
User_62,Timilai Maya Garchu
User_72,Maya Ko Chhaya
User_169,Timro Bina
User_13,Geet Ko Dhoon Ma
User_159,Mero Prem Ko
User_88,Mero Desh Ko Maya
User_136,Timilai Maya Garchu
User_4,Phul Butte Sari
User_81,Samjhana Raat
User_72,Dil Ko Baat
User_15,Chhaya Sapana
User_71,Joonko Chhaya
User_109,Man Ko Pida Ko
User_140,Timilai Bhetne
User_187,Timro Muskan Ko Jadoo
User_99,Joonko Dhoon
User_64,Hamro Nepal
User_69,Phool Ko Suseli
User_9,Chhunumunu Chhunumunu
User_78,Geet Ko Dhoon Ma
User_184,Yeti Dherai Maya Dii
User_16,Mero Jivan Ko Suseli
User_189,Ujyaalo Sapana
User_176,Saanjha Ko Suseli Ma
User_69,Gaun Ko Maya
User_167,Timro Saath Le
User_117,Ujyaalo Sapana
User_120,Jhilmil Tara
User_109,Timro Saath Ko Dhoon
User_187,Aankha Ko Maya
User_112,Maya Ko Sansar
User_15,Dherai Geet
User_40,Timro Sapana
User_80,Jhilmil Sansaar
User_21,Timro Muskan Ko Lagi
User_104,Raatko Dil
User_42,Timro Saath Ko Lahar
User_111,Pahad Ko Maya
User_139,Timro Maya Le
User_112,Timro Saath Bina Ma
User_172,Timro Geet
User_64,Hip Hop Ko Duniya
User_138,Jhilmil Geet
User_90,Mero Prem Ko Geet
User_159,Timilai Bhetne
User_57,Basanta Mann
User_158,Pari Aankha
User_7,Dilko Jindagi
User_159,Sapana Mann
User_84,Kina Kina Timro Tasbir
User_15,Timro Sapana
User_78,Maya Ko Lahar Ko
User_176,Saanjha Ko Tara
User_177,Kusume Rumal
User_189,Raatko Milan
User_22,Maya Jindagi
User_72,Timro Lagi Suseli
User_80,Sasurali Ma
User_42,Pahilo Maya Ko Geet
User_36,Mero Desh
User_167,Maya Ko Jadoo
User_116,Farki Farki
User_48,Timro Maya Ko Jadoo
User_171,Dherai Sapana
User_15,Timro Lagi
User_52,Timro Sapana
User_4,Basanta Ujyaalo
User_2,Mathi Mathi Sailunge Ma
User_132,Mero Mann
User_47,Jhilmil Ujyaalo
User_58,Timro Muskan 2
User_39,Phool Ko Sugandha
User_21,Chiso Maya
User_126,Pari Andhakar
User_169,Andhakar Mann
User_86,Jhilmil Dhoon
User_112,Aankha Ko Tara
User_78,Geet Ko Suseli
User_126,Haatma Dil
User_26,Timro Muskan Ko Geet
User_60,Samjhana Geet
User_108,Timro Sapana
User_59,Timro Lagi Maya Ko
User_190,Timro Chhaya
User_156,Pahadko Raat
User_90,Timro Yaad Ko Geet
User_170,Saanjh Ko Joon Sangai
User_40,Dherai Lahara
User_111,Pahad Ko Dhoon
User_89,Pahadko Milan
User_105,Bhulun Bhulun Lagyo Malai
User_59,Bishal Milan
User_3,Maya Ko Geet
User_162,Joonko Bato
User_191,Mero Jivan Ko Maya
User_63,Timro Hridaya Ko Lahar
User_90,Ujyaalo Mann
User_22,Sapana Raat
User_3,Tadha Mann
User_108,Timro Maya Ko Lahar
User_85,Eklai Basda
User_24,Timro Lagi Geet
User_156,Jhilmil Lahara
User_11,Timro Maya Ko Suseli
User_148,Pahilo Prem
User_83,Marna Baru Garho Hunna
User_17,Jhilmil Muskan
User_27,Mero Prem Ko
User_125,Phoolko Biraha
User_68,Dil Ko Chhaya
User_184,Dil Ko Maya
User_20,Ujyaalo Katha
User_70,Timro Maya Ko Dhoon
User_9,Timro Maya Ko Geet Ma
User_87,Sundar Dhoon
User_12,Timilai Bhetne
User_62,Timro Muskurahat Ma
User_48,Timro Muskan Ma
User_117,Haatma Dhoon
User_152,Aankha Ko Nani
User_104,Timro Saath Bina
User_43,Phool Ko Suseli
User_82,Saanjh Ko Joon Sangai
User_63,Pahadko Pal
User_130,Pahadko Tara
User_20,Kusume Rumal
User_154,Jivan Ko Geet Ma
User_143,Phoolko Aankha
User_82,Basanta Swar
User_153,Maya Ko Sapana
User_90,Lajjawati Jhar
User_119,Sagar Geet
User_50,Joonko Dhoon
User_52,Pahadko Geet
User_187,Sapana Sapana
User_5,Ujyaalo Raat
User_151,Chiso Raat Ma
User_81,Sagar Mann
User_44,Timro Mann Ma
User_68,Allare
User_54,Phoolko Aankha
User_83,Haatma Andhakar
User_121,Sagar Geet
User_121,Eklai Basda
User_187,Aankha Ko Sapana
User_70,Chiso Hawa
User_46,Maya Chhaya
User_123,Man Ko Sapana
User_35,Timilai Samjhanda Ko
User_53,Rimjhim Tara
User_39,Joonko Geet
User_68,Oh Amira
User_36,Jhilmil Pani
User_118,Dilko Andhakar
User_117,Sundar Raat
User_18,Pahadko Milan
User_138,Rimjhim Din
User_17,Mero Swar
User_145,Timro Muskurahat Ko Dhoon
User_117,Bishal Milan
User_169,Pahilo Prem
User_136,Timro Muskan Ma
User_132,Timro Lagi Suseli
User_34,Jati Maya Laae Pani
User_9,Sundar Geet
User_6,Timro Hridaya
User_84,Chiso Man
User_169,Dil Ko Maya
User_65,Samjhana Chhaya
User_112,Timro Hridaya Ko Lahar
User_8,Sapana Sapana
User_196,Maya Ko Jadoo Ma
User_194,Maya Ujyaalo
User_37,Dilko Sapana
User_106,Maya Ko Kahani
User_159,Naya Ujyaalo
User_163,Allare
User_183,Man Ko Geet Ma
User_41,Dherai Sugandha
User_153,Phoolko Biraha
User_33,Aankha Ko Dhoon Ko
User_184,Chiso Chiso Hawa
User_168,Timro Saath Bina Ma
User_26,Mero Man
User_11,Timro Maya Ko
User_109,Mero Jivan Ko Sapana
User_20,Phoolko Joon
User_142,Maya Dhoon
User_129,Phool Ko Suseli
User_163,Man Magan
User_65,Timilai Samjhanda
User_133,Phoolko Chhaya
User_92,Lahara Muskan
User_154,Timro Lagi Mero Maya
User_157,Desh Ko Dhadkan
User_53,Pari Sansaar
User_178,Dherai Geet
User_140,Maya Ko Duri Ma
User_86,Pahadko Sapana
User_38,Hip Hop Ko Duniya
User_75,Mantra Yaad
User_87,Maya Din
User_191,Mero Andhakar
User_139,Jivan Ko Lahar Ko
User_187,Phoolko Aankha
User_127,Ujyaalo Raat
User_21,Raatko Dil
User_64,Man Ko Bhaw
User_199,Dilko Lahara
User_134,Pahadko Joon
User_124,Mero Jivan Ko Lahar
User_129,Chhunumunu Chhunumunu
User_179,Chiso Hawa
User_142,Timro Geet
User_18,Pari Rimjhim
User_100,Maya Ko Rimjhim
User_26,Tadha Mann
User_187,Timro Muskan 2
User_187,Mero Jivan Ko Sapana
User_67,Samjhana Sansaar
User_196,Bhulun Bhulun Lagyo Malai
User_101,Ujyaalo Tara
User_125,Oh Amira
User_159,Bishal Sugandha
User_4,Sapana Dil
User_170,Ujyaalo Mann
User_168,Timro Saath Bina Ko
User_142,Phoolko Aankha
User_69,Pahad Ko Dhoon
User_31,Geet Ko Dhoon Ma
User_174,Ma Roe Pani
User_45,Man Ko Aanshu
User_100,Mero Prem Ko
User_147,Pahilo Maya Ko Geet
User_70,Phool Ko Suseli
User_166,Jindagi Sapana
User_155,Timro Bina
User_161,Dil Ko Dhoon Ko
User_89,Maya Ko Jadoo Ma
User_54,Pahilo Prem Ko
User_63,Dherai Raat
User_171,Maya Ko Jadoo Ma
User_49,Sapana Ujyaalo
User_15,Dherai Sapana
User_24,Timilai Samjhandai
User_60,Maya Ko Chhaya
User_156,Raatko Yaad
User_20,Kutu Ma Kutu
User_17,Aankhama Tara
User_37,Jhilmil Lahara
User_125,Ritu
User_6,Basanta Geet
User_112,Chiso Raat Ma
User_5,Man Ko Dukha Ko
User_196,Raatko Sugandha
User_200,Timro Saath Bina Ko
User_112,Sagar Din
User_189,Naya Ujyaalo
User_64,Maya Ko Duri Ko
User_21,Desh Ko Dhadkan
User_158,Man Ko Kura Ko
User_138,Joonko Tara
User_148,Andhakar Swar
User_3,Pahilo Prem
User_164,Mero Man Ko Kura
User_68,Mero Jivan Ko
User_18,Sundar Jindagi
User_53,Mantra Sparsha
User_35,Dil Ko Safar
User_94,Ujyaalo Geet
User_177,Timilai Samjhanda Ko
User_25,Sagar Ujyaalo
User_71,Timilai Bhetne
User_196,Jivan Ko Safar
User_72,Haatma Sparsha
User_171,Bato Joon
User_17,Mero Geet
User_64,Man Ko Sapana
User_121,Timro Geet
User_145,Jhilmil Sapana
User_166,Dil Ko Geet Ma
User_39,Timro Chhaya Ko
User_4,Dilko Lahara
User_17,Mero Raat
User_176,Saanjha Ko Lahar
User_179,Pahilo Prem
User_182,Raatko Milan
User_71,Himal Raat
User_65,Dil Ko Baat
User_86,Rimjhim Chhaya
User_49,Phoolko Chhaya
User_162,Pari Sansaar
User_128,Timro Dil
User_10,Mero Desh Ko Geet
User_61,Dil Ko Baat
User_12,Saanjha Ko Dhoon
User_176,Chhaya Swar
User_179,Timro Saath Bina Ko
User_46,Mero Andhakar
User_22,Sapana Sapana
User_105,Timro Maya Ko Geet
User_61,Dil Ko Geet
User_33,Ujyaalo Saath
User_42,Timro Maya Ko Geet
User_111,Andhakar Mann
User_43,Pari Pal
User_18,Basanta Sapana
User_175,Timro Muskan
User_198,Timro Man Ko Kotha
User_25,Ujyaalo Sapana
User_26,Timro Muskan Ko Jadoo
User_11,Kasari Kasari 2
User_167,Dil Ko Dhadkan
User_176,Basanta Sapana
User_142,Man Ko Geet
User_64,Maya Ko Duri
User_109,Geet Haru
User_9,Phoolko Chhaya
User_168,Joonko Raat
User_157,Aankha Ko Dhoon
User_156,Bato Maya
User_156,Timro Lagi Maya
User_112,Timro Chhaya
User_183,Hip Hop Ko Duniya
User_122,Mero Geet
User_161,Juneli Raat
User_191,Saanjh Ko Joon Sangai
User_104,Joonko Geet
User_44,Mitho Mitho
User_171,Man Ko Baat
User_151,Timilai Samjhanda Ko
User_111,Pahad Ko Suseli
User_32,Timro Hridaya Ko Suseli
User_56,Jindagi Rimjhim
User_25,Timro Chhaya
User_173,Man Ko Baat
User_42,Timro Lagi Suseli
User_167,Joonko Raat
User_105,Timro Raat
User_25,Himal Pani
User_172,Jindagi Sapana
User_127,Jhilmil Geet
User_38,Ujyaalo Geet
User_104,Timro Man Ko Dhoon
User_60,Man Ko Kura Ma
User_68,Ujyaalo Sugandha
User_92,Pahilo Prem Ko
User_43,Aankha Ko Kiran
User_186,Ujyaalo Geet
User_166,Sapana Sapana
User_189,Aankha Ko Dhoon Ko
User_109,Koshi Din
User_119,Samjhana Sapana
User_144,Timro Lagi Mero Maya
User_71,Sasurali Ma
User_76,Aankhama Sugandha
User_3,Man Ko Kotha
User_95,Birami Maya
User_120,Chiso Raat Ko
User_149,Tadha Mann
User_37,Phul Butte Sari
User_182,Jhilmil Geet
User_130,Jivan Ko Safar
User_80,Rupai Mohani
User_159,Lajjawati Jhar
User_52,Timro Man Ko Dhoon
User_8,Jhilmil Geet
User_47,Joonko Chhaya
User_94,Mero Man
User_156,Chiso Maya
User_121,Phool Lai Sodhei
User_177,Aankha Ko Geet
User_138,Joonko Raat
User_70,Timro Maya Ko Suseli
User_128,Man Ko Pida Ko
User_107,Joonko Sapana
User_34,Pari Maya
User_1,Raatko Milan
User_2,Man Ko Dukha
User_75,Sundar Swar
User_179,Sajhako Pani
User_68,Timro Man Ko Dhoon
User_16,Gaajalu Ti Thula Thula Aakha
User_40,Aankhama Saath
User_2,Sundar Swar
User_60,Mantra Sugandha
User_74,Jhilmil Ujyaalo
User_142,Pahad Ko Maya
User_80,Pahad Ko Chiso
User_73,Saanjha Ko Suseli Ma
User_95,Timro Saath Bina Ko
User_171,Dilko Geet
User_25,Ujyaalo Swar
User_58,Aankhama Pal
User_160,Sapana Sapana
User_199,Samjhana Raat
User_103,Dilko Sapana
User_126,Pahadko Aankha
User_30,Chiso Raat Ma
User_61,Chiso Sugandha
User_124,Mero Sparsha
User_196,Timilai Samjhi
User_59,Oh Amira
User_66,Chiso Maya
User_169,Ujyaalo Sapana
User_92,Timro Raat
User_94,Mero Swar
User_122,Pahilo Prem Ko
User_171,Tadha Raat
User_174,Pahadko Dhoon
User_176,Timro Saath Ko Geet
User_3,Maya Ko Sapana
User_83,Timilai Maya Ko
User_98,Jivan Ko Sugandha
User_27,Ritu
User_195,Naya Ujyaalo
User_6,Hridaya Ko Dhadkan
User_171,Man Ko Lahar Ma
User_133,Sundar Andhakar
User_92,Joonko Bato
User_91,Basanta Ko Hawa
User_58,Timro Lagi Jaan
User_25,Chiso Andhakar
User_64,Maya Ko Baato
User_112,Geet Haru
